Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-07 13:04:29
[2025-01-08 07:18:03] Telemetry monitoring completed.
[2025-01-08 07:19:01] Starting telemetry monitoring...
[2025-01-08 07:19:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:19:03] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:19:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:19:04] Telemetry monitoring completed.
[2025-01-08 07:20:01] Starting telemetry monitoring...
[2025-01-08 07:20:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:20:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:20:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:20:04] Telemetry monitoring completed.
[2025-01-08 07:21:01] Starting telemetry monitoring...
[2025-01-08 07:21:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:21:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:21:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:21:03] Telemetry monitoring completed.
[2025-01-08 07:22:01] Starting telemetry monitoring...
[2025-01-08 07:22:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:22:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:22:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:22:04] Telemetry monitoring completed.
[2025-01-08 07:23:01] Starting telemetry monitoring...
[2025-01-08 07:23:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:23:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:23:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:23:03] Telemetry monitoring completed.
[2025-01-08 07:24:01] Starting telemetry monitoring...
[2025-01-08 07:24:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:24:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:24:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:24:03] Telemetry monitoring completed.
[2025-01-08 07:25:01] Starting telemetry monitoring...
[2025-01-08 07:25:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:25:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:25:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:25:03] Telemetry monitoring completed.
[2025-01-08 07:26:01] Starting telemetry monitoring...
[2025-01-08 07:26:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:26:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:26:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:26:03] Telemetry monitoring completed.
[2025-01-08 07:27:01] Starting telemetry monitoring...
[2025-01-08 07:27:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:27:03] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:27:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:27:04] Telemetry monitoring completed.
[2025-01-08 07:28:01] Starting telemetry monitoring...
[2025-01-08 07:28:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:28:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:28:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:28:03] Telemetry monitoring completed.
[2025-01-08 07:29:01] Starting telemetry monitoring...
[2025-01-08 07:29:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:29:03] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:29:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:29:04] Telemetry monitoring completed.
[2025-01-08 07:30:01] Starting telemetry monitoring...
[2025-01-08 07:30:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:30:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:30:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:30:04] Telemetry monitoring completed.
[2025-01-08 07:31:01] Starting telemetry monitoring...
[2025-01-08 07:31:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:31:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:31:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:31:03] Telemetry monitoring completed.
[2025-01-08 07:32:01] Starting telemetry monitoring...
[2025-01-08 07:32:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:32:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:32:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:32:03] Telemetry monitoring completed.
[2025-01-08 07:33:01] Starting telemetry monitoring...
[2025-01-08 07:33:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:33:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:33:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:33:03] Telemetry monitoring completed.
[2025-01-08 07:34:01] Starting telemetry monitoring...
[2025-01-08 07:34:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:34:03] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:34:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:34:04] Telemetry monitoring completed.
[2025-01-08 07:35:01] Starting telemetry monitoring...
[2025-01-08 07:35:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:35:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:35:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:35:04] Telemetry monitoring completed.
[2025-01-08 07:36:01] Starting telemetry monitoring...
[2025-01-08 07:36:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:36:03] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:36:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:36:04] Telemetry monitoring completed.
[2025-01-08 07:37:01] Starting telemetry monitoring...
[2025-01-08 07:37:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:37:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:37:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:37:04] Telemetry monitoring completed.
[2025-01-08 07:38:01] Starting telemetry monitoring...
[2025-01-08 07:38:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:38:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:38:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:38:04] Telemetry monitoring completed.
[2025-01-08 07:39:01] Starting telemetry monitoring...
[2025-01-08 07:39:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:39:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:39:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:39:03] Telemetry monitoring completed.
[2025-01-08 07:40:01] Starting telemetry monitoring...
[2025-01-08 07:40:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:40:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:40:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:40:03] Telemetry monitoring completed.
[2025-01-08 07:41:01] Starting telemetry monitoring...
[2025-01-08 07:41:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:41:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:41:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:41:03] Telemetry monitoring completed.
[2025-01-08 07:42:01] Starting telemetry monitoring...
[2025-01-08 07:42:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:42:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:42:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:42:03] Telemetry monitoring completed.
[2025-01-08 07:43:01] Starting telemetry monitoring...
[2025-01-08 07:43:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:43:03] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:43:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:43:04] Telemetry monitoring completed.
[2025-01-08 07:44:01] Starting telemetry monitoring...
[2025-01-08 07:44:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:44:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:44:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:44:03] Telemetry monitoring completed.
[2025-01-08 07:45:01] Starting telemetry monitoring...
[2025-01-08 07:45:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:45:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:45:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:45:03] Telemetry monitoring completed.
[2025-01-08 07:46:01] Starting telemetry monitoring...
[2025-01-08 07:46:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:46:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:46:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:46:03] Telemetry monitoring completed.
[2025-01-08 07:47:01] Starting telemetry monitoring...
[2025-01-08 07:47:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:47:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:47:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:47:03] Telemetry monitoring completed.
[2025-01-08 07:48:01] Starting telemetry monitoring...
[2025-01-08 07:48:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:48:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:48:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:48:03] Telemetry monitoring completed.
[2025-01-08 07:49:01] Starting telemetry monitoring...
[2025-01-08 07:49:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:49:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:49:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:49:03] Telemetry monitoring completed.
[2025-01-08 07:50:01] Starting telemetry monitoring...
[2025-01-08 07:50:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:50:03] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:50:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:50:04] Telemetry monitoring completed.
[2025-01-08 07:51:01] Starting telemetry monitoring...
[2025-01-08 07:51:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:51:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:51:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:51:03] Telemetry monitoring completed.
[2025-01-08 07:52:01] Starting telemetry monitoring...
[2025-01-08 07:52:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:52:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:52:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:52:03] Telemetry monitoring completed.
[2025-01-08 07:53:01] Starting telemetry monitoring...
[2025-01-08 07:53:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:53:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:53:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:53:03] Telemetry monitoring completed.
[2025-01-08 07:54:01] Starting telemetry monitoring...
[2025-01-08 07:54:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:54:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:54:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:54:03] Telemetry monitoring completed.
[2025-01-08 07:55:01] Starting telemetry monitoring...
[2025-01-08 07:55:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:55:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:55:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:55:03] Telemetry monitoring completed.
[2025-01-08 07:56:01] Starting telemetry monitoring...
[2025-01-08 07:56:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:56:03] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:56:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:56:04] Telemetry monitoring completed.
[2025-01-08 07:57:01] Starting telemetry monitoring...
[2025-01-08 07:57:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:57:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:57:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:57:04] Telemetry monitoring completed.
[2025-01-08 07:58:01] Starting telemetry monitoring...
[2025-01-08 07:58:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:58:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:58:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:58:04] Telemetry monitoring completed.
[2025-01-08 07:59:01] Starting telemetry monitoring...
[2025-01-08 07:59:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:59:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 07:59:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:59:03] Telemetry monitoring completed.
[2025-01-08 08:00:01] Starting telemetry monitoring...
[2025-01-08 08:00:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:00:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:00:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:00:03] Telemetry monitoring completed.
[2025-01-08 08:01:01] Starting telemetry monitoring...
[2025-01-08 08:01:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:01:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:01:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:01:03] Telemetry monitoring completed.
[2025-01-08 08:02:01] Starting telemetry monitoring...
[2025-01-08 08:02:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:02:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:02:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:02:03] Telemetry monitoring completed.
[2025-01-08 08:03:01] Starting telemetry monitoring...
[2025-01-08 08:03:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:03:03] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:03:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:03:04] Telemetry monitoring completed.
[2025-01-08 08:04:01] Starting telemetry monitoring...
[2025-01-08 08:04:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:04:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:04:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:04:03] Telemetry monitoring completed.
[2025-01-08 08:05:01] Starting telemetry monitoring...
[2025-01-08 08:05:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:05:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:05:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:05:03] Telemetry monitoring completed.
[2025-01-08 08:06:01] Starting telemetry monitoring...
[2025-01-08 08:06:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:06:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:06:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:06:03] Telemetry monitoring completed.
[2025-01-08 08:07:01] Starting telemetry monitoring...
[2025-01-08 08:07:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:07:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:07:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:07:03] Telemetry monitoring completed.
[2025-01-08 08:07:18] Starting telemetry monitoring...
[2025-01-08 08:07:18] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:07:19] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:07:19] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:07:20] Telemetry monitoring completed.
[2025-01-08 08:08:01] Starting telemetry monitoring...
[2025-01-08 08:08:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:08:02] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:08:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:08:03] Telemetry monitoring completed.
[2025-01-08 08:09:01] Starting telemetry monitoring...
[2025-01-08 08:09:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 08:09:03] CPU Usage: 0.0%, Memory Usage: 20736 KB
[2025-01-08 08:09:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 08:09:04] Telemetry monitoring completed.
